ngram,Intensity/max.value,ST/max.value,SP/max.value
거대/XR;하/XSA,Medium,Judgment,POS
거대/XR;하/XSA;ㄴ/ETM,Medium,Argument,NEG
거두/VV,High,Judgment,NEG
거듭/MAG,None,Argument,NEG
거듭/MAG;말/NNG,None,Judgment,POS
거듭/MAG;말/NNG;하/XSV,None,Argument,NEG
거듭나/VV,Medium,Judgment,POS
거룩/XR,Medium,Judgment,POS
거룩/XR;하/XSA,Medium,Judgment,POS
거룩/XR;하/XSA;ㄴ/ETM,Medium,Judgment,POS
거리/NNG,Low,Argument,POS
거리/NNG;를/JKO,Low,Argument,POS
거리/NNG;를/JKO;유지/NNG,Low,Argument,POS
거리낌/NNG,Medium,Emotion,POS
거리낌/NNG;없이/MAG,Medium,Speculation,POS
거봉/NNG,High,Judgment,POS
거부/NNG,High,Agreement,POS
거부/NNG;하/XSV,High,Judgment,POS
거부/NNG;하/XSV;ㄹ/ETM,High,Agreement,POS
거세/NNG,Medium,Argument,NEUT
거세/NNG;공포/NNG,Medium,Argument,POS
거세/NNG;공포/NNG;로부터/JKB,Medium,Argument,POS
거세/VA,High,Argument,NEUT
거울/NNG,Medium,Argument,NEG
거울/NNG;이/VCP,Medium,Judgment,POS
거울/NNG;이/VCP;며/EC,Medium,Argument,POS
거의/MAG,Medium,Judgment,NEG
거의/MAG;거치/VV,Medium,Argument,NEG
거의/MAG;거치/VV;지/EC,Medium,Judgment,POS
거의/MAG;반영/NNG,High,Judgment,NEG
거의/MAG;반영/NNG;하/XSV,High,Judgment,POS
거의/MAG;없/VA,Medium,Argument,POS
거의/MAG;이루/VV,Medium,Judgment,POS
거의/MAG;이루/VV;어/EC,Medium,Judgment,NEG
거짓/NNG,Medium,Judgment,POS
거짓/NNG;없이/MAG,Medium,Judgment,POS
거짓말/NNG,Medium,Judgment,POS
거치/VV,High,Judgment,POS
거치/VV;어/EC,High,Argument,POS
거치/VV;어/EC;오/VX,High,Judgment,POS
거치/VV;지/EC,Medium,Argument,POS
거치/VV;지/EC;않/VX,Medium,Judgment,POS
거칠/VA,Low,Emotion,POS
거칠/VA;ㄴ/ETM,Low,Judgment,POS
거칠/VA;ㄴ/ETM;숨소리/NNG,Low,Emotion,POS
거푸집/NNG,Medium,Judgment,POS
거푸집/NNG;속/NNG,Medium,Argument,POS
거푸집/NNG;속/NNG;에서/JKB,Medium,Judgment,POS
거품/NNG,Medium,Judgment,POS
거품/NNG;도/JX,Medium,Emotion,POS
거품/NNG;도/JX;만들/VV,Medium,Judgment,POS
걱정/NNG,Medium,Emotion,NEG
걱정/NNG;되/XSV,Medium,Agreement,POS
건/NNB,Medium,Judgment,POS
건/NNB;이상/NNG,Medium,Argument,POS
건/NNB;이상/NNG;교통/NNG,Medium,Judgment,POS
건강/NNG,Medium,Judgment,POS
건강/NNG;을/JKO,Medium,Argument,POS
건강/NNG;을/JKO;지키/VV,Medium,Judgment,POS
건강/NNG;이/JKS,Medium,Judgment,POS
건강/NNG;이/JKS;좋/VA,Medium,Argument,POS
건강/NNG;하/XSV,Medium,Judgment,POS
건대/EC,None,Others,NEG
건드리/VV,Medium,Argument,NEG
건드리/VV;지/EC,Medium,Judgment,POS
건드리/VV;지/EC;도/JX,Medium,Argument,POS
건물/NNG,High,Argument,POS
건물/NNG;형식/NNG,High,Judgment,POS
건물/NNG;형식/NNG;을/JKO,High,Argument,POS
건배/NNG,Medium,Argument,POS
건수/NNG,High,Argument,POS
건수/NNG;가/JKS,High,Judgment,POS
건수/NNG;가/JKS;많/VA,High,Argument,POS
건실/XR,Medium,Judgment,POS
건실/XR;하/XSA,Medium,Judgment,NEG
건의/NNG,Medium,Argument,POS
건의/NNG;하/XSV,Medium,Judgment,NEG
건전/NNG,Medium,Intention,POS
건전/NNG;레포츠/NNG,Medium,Emotion,POS
건전/NNG;레포츠/NNG;로/JKB,Medium,Intention,POS
건축/NNG,Medium,Argument,POS
건축/NNG;도/JX,Medium,Judgment,POS
건축/NNG;도/JX;하나/NR,Medium,Argument,POS
건축/NNG;양식/NNG,Medium,Judgment,POS
건축/NNG;창작/NNG,Medium,Emotion,POS
건축/NNG;창작/NNG;도/JX,Medium,Argument,POS
건축물/NNG,High,Argument,POS
건축물/NNG;을/JKO,High,Judgment,POS
건축물/NNG;을/JKO;설계/NNG,High,Argument,POS
걷/VV,Medium,Judgment,NEG
걷/VV;는/ETM,Medium,Judgment,POS
걷/VV;는/ETM;것/NNB,Medium,Judgment,POS
걷/VV;어/EC,Medium,Argument,POS
걷/VV;어/EC;내/VX,Medium,Judgment,POS
걸/VV,Medium,Argument,POS
걸/VV;어/EC,Medium,Judgment,POS
걸/VV;어/EC;나오/VV,Medium,Argument,POS
걸/VV;어/EC;주/VX,Medium,Judgment,POS
걸리/VV,Medium,Judgment,POS
걸림돌/NNG,Medium,Judgment,NEG
걸맞/VA,Medium,Judgment,NEG
걸맞/VA;게/EC,Medium,Argument,POS
검사/NNG,Medium,Argument,POS
검사/NNG;등/NNB,Medium,Argument,POS
검사/NNG;등/NNB;으로/JKB,Medium,Argument,POS
검사/NNG;로/JKB,Medium,Argument,POS
검사/NNG;로/JKB;확인/NNG,Medium,Argument,NEG
검토/NNG,Low,Judgment,POS
검토/NNG;하/XSV,Low,Argument,POS
겁/NNG,Medium,Judgment,POS
겁/NNG;없이/MAG,Medium,Judgment,POS
것/NNB,Medium,Argument,POS
것/NNB;같/VA,Medium,Argument,POS
것/NNB;같/VA;다/EF,Medium,Argument,NEG
것/NNB;같/VA;은/ETM,Medium,Judgment,NEG
것/NNB;과/JKB,Low,Intention,POS
것/NNB;과/JKB;마찬가지/NNG,Medium,Judgment,COMP
것/NNB;과/JKB;생필품/NNG,Low,Judgment,COMP
것/NNB;ㄴ/JX,Medium,Argument,POS
것/NNB;ㄴ/JX;바람직/XR,Medium,Argument,COMP
것/NNB;ㄴ/JX;절대/MAG,High,Argument,POS
것/NNB;ㄴ/JX;젊/VA,Medium,Argument,POS
것/NNB;도/JX,Medium,Judgment,POS
것/NNB;도/JX;그/NP,Medium,Argument,POS
것/NNB;도/JX;믿/VV,High,Argument,POS
것/NNB;도/JX;아니/VCN,Medium,Argument,POS
것/NNB;도/JX;아마/MAG,Medium,Argument,POS
것/NNB;도/JX;있/VV,None,Others,POS
것/NNB;들/XSN,Medium,Judgment,POS
것/NNB;들/XSN;을/JKO,Medium,Argument,POS
것/NNB;때문/NNB,Medium,Argument,POS
것/NNB;때문/NNB;에/JKB,Medium,Argument,NEG
것/NNB;로/JKB,Medium,Argument,POS
것/NNB;로/JKB;기억/NNG,Medium,Speculation,NEG
것/NNB;만/JX,High,Speculation,POS
것/NNB;만/JX;도/JX,Medium,Judgment,POS
것/NNB;만/JX;으로/JKB,High,Emotion,POS
것/NNB;보다/JKB,Medium,Argument,POS
것/NNB;보다/JKB;그동안/NNG,Medium,Argument,POS
것/NNB;아니/VCN,None,Judgment,POS
것/NNB;아니/VCN;ㅂ니까/EF,None,Others,POS
것/NNB;으로/JKB,Medium,Judgment,POS
것/NNB;으로/JKB;기대/NNG,Medium,Speculation,POS
것/NNB;으로/JKB;단맛/NNG,Medium,Argument,POS
것/NNB;으로/JKB;여기/VV,Medium,Judgment,POS
것/NNB;으로/JKB;추정/NNG,Medium,Speculation,POS
것/NNB;으로/JKB;풀이/NNG,High,Argument,POS
것/NNB;은/JX,Medium,Emotion,POS
것/NNB;은/JX;아니/VCN,Medium,Argument,POS
것/NNB;은/JX;자아/NNG,Medium,Argument,POS
것/NNB;을/JKO,Medium,Judgment,POS
것/NNB;을/JKO;깨닫/VV,Medium,Argument,POS
것/NNB;을/JKO;돈/NNG,Medium,Argument,POS
것/NNB;을/JKO;만들/VV,Low,Argument,POS
것/NNB;을/JKO;요구/NNG,Medium,Argument,POS
것/NNB;을/JKO;확인/NNG,Medium,Argument,POS
것/NNB;이/JKC,High,Argument,POS
것/NNB;이/JKC;아니/VCN,High,Judgment,POS
것/NNB;이/JKS,Medium,Judgment,POS
것/NNB;이/JKS;국기/NNG,Medium,Argument,POS
것/NNB;이/JKS;더/MAG,Medium,Argument,POS
것/NNB;이/JKS;도움/NNG,Medium,Argument,POS
것/NNB;이/JKS;뭐/NP,Medium,Argument,POS
것/NNB;이/JKS;사실/NNG,Medium,Argument,POS
것/NNB;이/JKS;안/MAG,High,Judgment,POS
것/NNB;이/JKS;얼마나/MAG,Medium,Argument,POS
것/NNB;이/JKS;없/VA,Medium,Judgment,POS
것/NNB;이/JKS;이/MM,Low,Argument,POS
것/NNB;이/JKS;힘들/VA,Low,Argument,POS
것/NNB;이/VCP,None,Argument,POS
것/NNB;이/VCP;고/EC,None,Others,NEG
것/NNB;이/VCP;ㄴ가/EF,None,Others,NEG
것/NNB;이/VCP;ㄴ지/EC,Medium,Argument,POS
것/NNB;이/VCP;다/EF,None,Others,POS
것/NNB;이/VCP;ㄹ까/EF,None,Others,POS
것/NNB;이/VCP;라고/EC,Low,Argument,POS
것/NNB;이/VCP;라는/ETM,None,Others,POS
것/NNB;이/VCP;ㅁ/ETN,Medium,Speculation,POS
것/NNB;이/VCP;ㅂ니다/EF,Medium,Argument,POS
것/NNB;처럼/JKB,Low,Intention,POS
것/NNB;처럼/JKB;노려보/VV,Medium,Argument,POS
것/NNB;처럼/JKB;보이/VV,Low,Judgment,POS
게*/JKB,Medium,Argument,POS
게*/JKB;미치/VV,Medium,Judgment,POS
게*/JKB;미치/VV;었/EP,Medium,Argument,POS
게/EC,Medium,Judgment,POS
게/EC;갇히/VV,Medium,Others,POS
게/EC;갇히/VV;어/EC,Medium,Argument,POS
게/EC;결심/NNG,Medium,Judgment,POS
게/EC;결심/NNG;을/JKO,Medium,Argument,POS
게/EC;겹치/VV,Medium,Argument,POS
게/EC;경고/NNG,High,Judgment,POS
게/EC;경고/NNG;하/XSV,High,Argument,POS
게/EC;구분/NNG,Medium,Judgment,POS
게/EC;구분/NNG;되/XSV,Medium,Judgment,POS
게/EC;굳/VV,Low,Argument,POS
게/EC;굳/VV;지/EC,Low,Judgment,NEG
게/EC;그리/VV,High,Argument,POS
게/EC;그리/VV;니/EF,High,Argument,NEG
게/EC;기회/NNG,Medium,Argument,POS
게/EC;기회/NNG;를/JKO,Medium,Argument,NEG
게/EC;깎/VV,Low,Speculation,POS
게/EC;깎/VV;았/EP,Low,Argument,POS
게/EC;내다보이/VV,Medium,Argument,POS
게/EC;느끼/VV,Medium,Argument,POS
게/EC;느끼/VV;어/EC,Medium,Emotion,POS
게/EC;늘/VV,High,Others,POS
게/EC;다가오/VV,Medium,Argument,POS
게/EC;다르/VA,High,Argument,POS
게/EC;다르/VA;아/EC,High,Judgment,POS
게/EC;다르/VA;지/EC,Low,Judgment,POS
게/EC;다지/VV,Low,Judgment,POS
게/EC;다지/VV;어/EC,Low,Judgment,POS
게/EC;도/JX,None,Argument,POS
게/EC;도/JX;바라/VV,High,Intention,POS
게/EC;되/VV,Medium,Argument,POS
게/EC;되/VV;ㄴ/ETM,Medium,Argument,POS
게/EC;되/VV;ㄹ까/EC,Medium,Speculation,POS
게/EC;되/VV;었/EP,Medium,Argument,POS
게/EC;되도록/MAG,Medium,Argument,POS
게/EC;되도록/MAG;쉽/VA,Medium,Argument,POS
게/EC;되살리/VV,Medium,Judgment,POS
게/EC;들리/VV,Medium,Argument,POS
게/EC;따지/VV,Medium,Judgment,POS
게/EC;따지/VV;어/EC,Medium,Judgment,POS
게/EC;뜨겁/VA,Medium,Argument,POS
게/EC;뜨겁/VA;어/EC,Medium,Judgment,NEG
게/EC;마련/NNB,Medium,Judgment,POS
게/EC;마련/NNB;이/VCP,Medium,Speculation,POS
게/EC;만/JX,Medium,Judgment,POS
게/EC;만/JX;보이/VV,Medium,Argument,POS
게/EC;만들/VV,Medium,Argument,POS
게/EC;말/NNG,Medium,Argument,POS
게/EC;말/NNG;하/XSV,Medium,Argument,POS
게/EC;무섭/VA,Medium,Argument,POS
게/EC;무섭/VA;ㄴ/ETM,Medium,Argument,POS
게/EC;묻어나/VV,Medium,Argument,POS
게/EC;발흥/NNG,Medium,Speculation,POS
게/EC;발흥/NNG;하/XSV,Medium,Judgment,POS
게/EC;버티/VV,Medium,Judgment,POS
게/EC;버티/VV;ㄴ/ETM,Medium,Argument,POS
게/EC;부족/NNG,Medium,Judgment,POS
게/EC;부족/NNG;하/XSA,Medium,Argument,POS
게/EC;붙/VV,Medium,Judgment,POS
게/EC;사/VV,Medium,Judgment,POS
게/EC;사용/NNG,Medium,Argument,POS
게/EC;사용/NNG;되/XSV,Medium,Judgment,POS
게/EC;살/VV,Medium,Judgment,POS
게/EC;살/VV;아/EC,Medium,Judgment,POS
게/EC;생각/NNG,Medium,Judgment,POS
게/EC;생각/NNG;하/XSV,Medium,Judgment,POS
게/EC;성취/NNG,High,Judgment,POS
게/EC;성취/NNG;하/XSV,High,Judgment,POS
게/EC;승진/NNG,Medium,Judgment,POS
게/EC;승진/NNG;하/XSV,Medium,Judgment,POS
게/EC;시작/NNG,Medium,Judgment,POS
게/EC;시작/NNG;하/XSV,Medium,Argument,POS
게/EC;쓰/VV,Medium,Speculation,POS
게/EC;쓰/VV;는/ETM,Medium,Judgment,POS
게/EC;아름답/VA,High,Argument,POS
게/EC;여기/VV,High,Argument,POS
게/EC;옥살이/NNG,Medium,Judgment,POS
게/EC;옥살이/NNG;를/JKO,Medium,Intention,POS
게/EC;웃/VV,Medium,Emotion,NEUT
게/EC;위협/NNG,High,Judgment,NEUT
게/EC;위협/NNG;받/VV,High,Judgment,POS
게/EC;의식/NNG,Medium,Argument,NEG
게/EC;의식/NNG;하/XSV,Medium,Judgment,POS
게/EC;의지/NNG,Medium,Argument,NEG
게/EC;의지/NNG;하/XSV,Medium,Agreement,POS
게/EC;이/VCP,High,Intention,POS
게/EC;이/VCP;든/EC,High,Judgment,POS
게/EC;이기/NNG,High,Judgment,POS
게/EC;이기/NNG;적/XSN,High,Judgment,POS
게/EC;이루/VV,Medium,Judgment,POS
게/EC;이루/VV;어/EC,Medium,Judgment,POS
게/EC;인기/NNG,High,Judgment,NEG
게/EC;조명/NNG,Low,Judgment,NEG
게/EC;조명/NNG;하/XSV,Low,Judgment,POS
게/EC;좋/VA,High,Judgment,POS
게/EC;좋/VA;아/EC,High,Judgment,POS
게/EC;주례/NNG,Medium,Judgment,POS
게/EC;주례/NNG;를/JKO,Medium,Argument,POS
게/EC;준수/NNG,Medium,Argument,POS
게/EC;준수/NNG;하/XSV,Medium,Judgment,POS
게/EC;찢어지/VV,Medium,Judgment,POS
게/EC;참여/NNG,Medium,Judgment,POS
게/EC;참여/NNG;하/XSV,Medium,Judgment,POS
게/EC;철학/NNG,Medium,Intention,POS
게/EC;철학/NNG;이야기/NNG,Medium,Argument,POS
게/EC;팔/VV,Medium,Judgment,NEG
게/EC;팔/VV;ㅂ니다/EC,Medium,Argument,NEG
게/EC;풀어지/VV,High,Judgment,NEG
게/EC;하/VV,Medium,Judgment,NEG
게/EC;하/VV;여/EC,Medium,Argument,POS
게/EC;하/VX,Medium,Agreement,NEG
게/EC;하/VX;ㄴ/ETM,High,Argument,POS
게/EC;하/VX;는/ETM,High,Judgment,NEG
게/EC;하/VX;ㄹ/ETM,High,Judgment,NEG
게/EC;하/VX;아/EC,Medium,Argument,NEG
게/EC;행복/NNG,Medium,Argument,POS
게/EC;행복/NNG;을/JKO,Medium,Judgment,POS
게다가/MAG,None,Others,NEG
게든/EC,None,Others,NEG
게양/NNG,Medium,Argument,POS
게양/NNG;률/XSN,Medium,Argument,NEG
게양/NNG;률/XSN;을/JKO,Medium,Argument,NEG
게을리/MAG,Medium,Argument,POS
게을리/MAG;하/XSV,Medium,Judgment,NEG
게을리/MAG;하/XSV;시/EP,Medium,Argument,NEG
게임/NNG,Medium,Judgment,POS
게임/NNG;의/JKG,Medium,Judgment,NEG
게임/NNG;의/JKG;법칙/NNG,Medium,Judgment,POS
겠/EP,Medium,Argument,POS
겠/EP;네요/EF,Low,Judgment,NEG
겠/EP;느냐/EC,None,Judgment,COMP
겠/EP;느냐고/EC,Medium,Judgment,COMP
겠/EP;느냐고/EC;못/MAG,Medium,Argument,POS
겠/EP;느냐고/EC;스스로/NNG,Medium,Argument,POS
겠/EP;다/EC,Low,Judgment,COMP
겠/EP;다/EF,Low,Argument,POS
겠/EP;다고/EC,Low,Judgment,POS
겠/EP;다고/EC;마음먹/VV,Low,Argument,NEG
겠/EP;다고/EC;생각/NNG,Low,Argument,NEG
겠/EP;다고/EC;팔/VV,Medium,Argument,NEG
겠/EP;다는/ETM,Medium,Judgment,POS
겠/EP;다는/ETM;꿈/NNG,Medium,Argument,NEG
겠/EP;다는/ETM;뜻/NNG,Medium,Intention,POS
겠/EP;다는/ETM;생각/NNG,Low,Argument,POS
겠/EP;습니까/EF,Medium,Argument,POS
겠/EP;어/EF,Medium,Others,POS
겠/EP;지요/EF,Medium,Judgment,POS
겨냥/NNG,Medium,Intention,NEG
겨우/MAG,Low,Judgment,NEG
겨울/NNG,Medium,Argument,POS
겨울/NNG;에/JKB,Medium,Argument,POS
겨울/NNG;에/JKB;는/JX,Medium,Argument,POS
격/NNB,Medium,Judgment,POS
격/NNB;을/JKO,Medium,Argument,POS
격/NNB;을/JKO;높이/VV,Medium,Judgment,NEG
격려/NNG,Medium,Argument,POS
격려/NNG;하/XSV,Medium,Judgment,POS
격려/NNG;하/XSV;았/EP,Medium,Argument,NEG
격상/NNG,Medium,Judgment,POS
격차/NNG,Low,Argument,POS
격차/NNG;해소/NNG,Low,Judgment,POS
격차/NNG;해소/NNG;노력/NNG,Low,Argument,POS
겪/VV,Medium,Judgment,POS
겪/VV;는/ETM,Medium,Argument,POS
겪/VV;는/ETM;경우/NNG,Medium,Judgment,POS
견디/VV,Medium,Judgment,POS
견디/VV;어/EC,High,Argument,POS
견디/VV;어/EC;오/VX,High,Judgment,POS
견디/VV;어라/EF,Medium,Judgment,POS
견해/NNG,Medium,Argument,POS
견해/NNG;를/JKO,Medium,Argument,POS
견해/NNG;를/JKO;밝히/VV,Medium,Argument,NEG
결/NNG,Medium,Judgment,POS
결국/NNG,Medium,Judgment,POS
결국/NNG;죽/VV,Medium,Judgment,POS
결국/NNG;죽/VV;게/EC,Medium,Judgment,NEG
결단/NNG,High,Judgment,POS
결단/NNG;을/JKO,High,Argument,POS
결단/NNG;을/JKO;두/VV,High,Judgment,POS
결론/NNG,Medium,Argument,POS
결론/NNG;을/JKO,Medium,Argument,POS
결론/NNG;을/JKO;내리/VV,Medium,Argument,POS
결속/NNG,Medium,Judgment,POS
결속/NNG;하/XSV,Medium,Argument,POS
결심/NNG,Medium,Argument,POS
결심/NNG;을/JKO,Medium,Argument,NEG
결심/NNG;을/JKO;뒤흔들/VV,Medium,Argument,POS
결심/NNG;을/JKO;하/VV,Medium,Argument,POS
결심/NNG;하/XSV,Medium,Argument,COMP
결여/NNG,Low,Argument,POS
결여/NNG;되/XSV,Medium,Intention,COMP
결여/NNG;의/JKG,Low,Argument,NEG
결여/NNG;의/JKG;표상/NNG,Low,Argument,POS
결의/NNG,High,Agreement,POS
결의/NNG;하/XSV,High,Argument,POS
결정/NNG,Medium,Judgment,POS
결정/NNG;을/JKO,Medium,Argument,POS
결정/NNG;을/JKO;받/VV,Medium,Judgment,NEG
결정/NNG;적/XSN,Medium,Judgment,POS
결정/NNG;적/XSN;단서/NNG,Medium,Judgment,POS
결집/NNG,Medium,Judgment,NEG
결집/NNG;하/XSV,Medium,Argument,POS
결코/MAG,High,Intention,POS
결코/MAG;쓰러지/VV,High,Argument,POS
결코/MAG;쓰러지/VV;지/EC,High,Intention,POS
결함/NNG,Medium,Judgment,NEG
결함/NNG;이/JKS,Medium,Judgment,POS
결함/NNG;이/JKS;있/VV,Medium,Judgment,NEG
결혼/NNG,High,Argument,NEG
결혼/NNG;도/JX,High,Judgment,POS
결혼/NNG;도/JX;세상/NNG,High,Argument,NEG
결혼/NNG;에/JKB,Medium,Intention,POS
결혼/NNG;에/JKB;대하/VV,Medium,Judgment,POS
결혼/NNG;을/JKO,Medium,Judgment,POS
결혼/NNG;을/JKO;꿈꾸/VV,Medium,Argument,POS
결혼/NNG;전/NNG,Low,Judgment,POS
결혼/NNG;전/NNG;에/JKB,Low,Argument,POS
결혼식/NNG,Medium,Argument,NEG
결혼식/NNG;에/JKB,Medium,Argument,POS
결혼식/NNG;에/JKB;서로/MAG,Medium,Argument,NEG
겹치/VV,Medium,Judgment,POS
경각심/NNG,High,Judgment,POS
경각심/NNG;이/JKS,High,Judgment,POS
경각심/NNG;이/JKS;부각/NNG,High,Judgment,NEG
경고/NNG,High,Argument,POS
경고/NNG;하/XSV,High,Argument,POS
경보/NNG,Medium,Judgment,POS
경보/NNG;도/JX,Medium,Intention,POS
경색/NNG,Medium,Argument,POS
경우/NNG,Medium,Argument,POS
경우/NNG;가/JKS,Medium,Judgment,POS
경우/NNG;가/JKS;적/VA,Medium,Judgment,NEG
경우/NNG;뇌/NNG,Medium,Argument,POS
경우/NNG;뇌/NNG;신경/NNG,Medium,Argument,POS
경쟁/NNG,Medium,Emotion,POS
경쟁/NNG;심리/NNG,Medium,Agreement,NEG
경쟁/NNG;이/JKS,Medium,Judgment,POS
경쟁/NNG;이/JKS;치열/NNG,Medium,Judgment,POS
경제/NNG,Medium,Argument,NEG
경제/NNG;범죄/NNG,High,Judgment,POS
경제/NNG;성/XSN,Medium,Judgment,POS
경제/NNG;적/XSN,Medium,Intention,POS
경제/NNG;적/XSN;궁핍/NNG,Medium,Emotion,POS
경제/NNG;정책/NNG,Medium,Judgment,POS
경제/NNG;제재/NNG,Medium,Argument,POS
경제/NNG;제재/NNG;를/JKO,Medium,Argument,NEG
경제력/NNG,Medium,Judgment,NEG
경제력/NNG;이/JKS,Medium,Judgment,POS
경제력/NNG;이/JKS;있/VA,Medium,Judgment,NEG
경주/NNP,Medium,Judgment,NEG
경주/NNP;탐방/NNG,Medium,Argument,POS
경지/NNG,Medium,Argument,POS
경지/NNG;의/JKG,Medium,Argument,POS
경지/NNG;의/JKG;예술/NNG,Medium,Argument,POS
경직/NNG,Medium,Judgment,POS
경직/NNG;성/XSN,Medium,Argument,POS
경직/NNG;성/XSN;과/JC,Medium,Judgment,POS
경향/NNG,Medium,Speculation,NEG
경향/NNG;을/JKO,Medium,Judgment,POS
경향/NNG;을/JKO;약화/NNG,Medium,Judgment,POS
경향/NNG;이/JKS,Medium,Argument,POS
경향/NNG;이/JKS;있/VV,Medium,Speculation,POS
경험/NNG,Medium,Judgment,POS
경험/NNG;을/JKO,Medium,Judgment,POS
경험/NNG;을/JKO;공유/NNG,Medium,Judgment,POS
경험/NNG;이/JKS,Low,Judgment,POS
경험/NNG;이/JKS;비슷/XR,Low,Argument,POS
곁/NNG,Medium,Argument,POS
곁/NNG;으로/JKB,Medium,Argument,POS
곁/NNG;을/JKO,Medium,Emotion,POS
곁/NNG;을/JKO;떠나/VV,Medium,Argument,NEG
곁들이/VV,Medium,Argument,POS
계/XSN,Medium,Judgment,POS
계/XSN;가/JKS,Medium,Judgment,POS
계/XSN;가/JKS;주장/NNG,Medium,Argument,NEG
계/XSN;에서/JKB,Medium,Judgment,POS
계/XSN;에서/JKB;는/JX,Medium,Judgment,NEG
계/XSN;에서/JKB;잔뼈/NNG,Medium,Judgment,POS
계/XSN;최대/NNG,Medium,Judgment,POS
계/XSN;최대/NNG;의/JKG,Medium,Judgment,POS
계기/NNG,Medium,Argument,POS
계기/NNG;가/JKC,Medium,Emotion,POS
계기/NNG;가/JKC;되/VV,Medium,Judgment,POS
계기/NNG;로/JKB,Medium,Argument,POS
계기/NNG;로/JKB;국내/NNG,Medium,Argument,POS
계속/MAG,High,Judgment,POS
계속/MAG;정체/NNG,High,Argument,POS
계속/MAG;정체/NNG;상태/NNG,High,Judgment,POS
계속/NNG,Low,Argument,NEG
계속/NNG;하/XSV,Low,Judgment,POS
계속/NNG;하/XSV;겠/EP,Low,Argument,POS
계통/NNG,Medium,Argument,POS
계통/NNG;의/JKG,Medium,Judgment,POS
계통/NNG;의/JKG;질환/NNG,Medium,Argument,NEG
계획/NNG,Medium,Intention,POS
계획/NNG;을/JKO,Medium,Argument,POS
계획/NNG;을/JKO;발표/NNG,Medium,Argument,NEG
계획/NNG;을/JKO;세우/VV,Medium,Intention,POS
계획/NNG;을/JKO;잡/VV,Medium,Intention,POS
계획/NNG;이/VCP,Medium,Judgment,NEG
계획/NNG;하/XSV,Medium,Judgment,NEG
고*/EC,High,Judgment,POS
고*/EC;견디/VV,High,Judgment,POS
고*/EC;견디/VV;어/EC,High,Judgment,POS
고/EC,Medium,Argument,POS
고/EC;걷/VV,Medium,Judgment,POS
고/EC;걷/VV;어/EC,Medium,Judgment,POS
고/EC;견디/VV,Medium,Speculation,POS
고/EC;견디/VV;어라/EF,Medium,Intention,POS
고/EC;공연/NNG,Medium,Judgment,POS
고/EC;괴로워하/VV,Medium,Judgment,NEG
고/EC;괴로워하/VV;았/EP,Medium,Judgment,NEG
고/EC;귀/NNG,Medium,Argument,POS
고/EC;귀/NNG;가/JKS,Medium,Argument,POS
고/EC;그동안/NNG,Medium,Judgment,POS
고/EC;그동안/NNG;이루/VV,Medium,Argument,POS
고/EC;나/VX,Medium,Argument,NEUT
고/EC;나/VX;니까/EC,Medium,Argument,POS
고/EC;나가/VV,Medium,Argument,NEUT
고/EC;나가/VV;지/EC,Medium,Intention,POS
고/EC;나서/VV,Medium,Judgment,POS
고/EC;나서/VV;기/ETN,Medium,Intention,POS
고/EC;나오/VV,Medium,Judgment,POS
고/EC;나중/NNG,Medium,Judgment,POS
고/EC;나중/NNG;에/JKB,Medium,Argument,POS
고/EC;는/JX,Medium,Argument,POS
고/EC;는/JX;혀/NNG,Medium,Argument,NEG
고/EC;다가가/VV,Medium,Judgment,POS
고/EC;다가가/VV;려고/EC,Medium,Argument,NEG
고/EC;들어가/VV,Medium,Argument,POS
고/EC;들어가/VV;는/ETM,Medium,Argument,POS
고/EC;또는/MAG,Medium,Argument,POS
고/EC;또는/MAG;공짜/NNG,Medium,Judgment,POS
고/EC;만/JX,High,Intention,POS
고/EC;만/JX;보/VV,High,Judgment,POS
고/EC;말/VX,None,Intention,POS
고/EC;말/VX;ㄹ/ETM,None,Speculation,POS
고/EC;맛/NNG,Medium,Judgment,POS
고/EC;맛/NNG;있/VV,Medium,Argument,POS
고/EC;먹/VV,Medium,Others,POS
고/EC;먹/VV;고/EC,Medium,Argument,POS
고/EC;면허/NNG,Low,Judgment,POS
고/EC;면허/NNG;를/JKO,Low,Argument,POS
고/EC;몸살/NNG,Medium,Intention,POS
고/EC;몸살/NNG;을/JKO,Medium,Argument,POS
고/EC;물/NNG,Medium,Judgment,POS
고/EC;물/NNG;속/NNG,Medium,Judgment,POS
고/EC;믿/VV,Low,Judgment,POS
고/EC;믿/VV;으시/EP,Low,Judgment,POS
고/EC;번들번들/MAG,Medium,Argument,POS
고/EC;번들번들/MAG;하/XSV,Medium,Argument,NEUT
고/EC;보/VX,None,Argument,POS
고/EC;사/VV,Medium,Argument,POS
고/EC;사/VV;느라/EC,Medium,Argument,NEUT
고/EC;살/VV,Low,Intention,NEG
고/EC;살/VV;ㄴ다는/ETM,Medium,Argument,POS
고/EC;살/VV;았/EP,Low,Judgment,POS
고/EC;손/NNG,Medium,Intention,NEG
고/EC;손/NNG;으로/JKB,Medium,Argument,POS
고/EC;수미산/NNP,High,Argument,POS
고/EC;수미산/NNP;을/JKO,High,Judgment,POS
고/EC;싶/VX,Medium,Argument,POS
고/EC;싶/VX;다는/ETM,Low,Argument,NEG
고/EC;싶/VX;습니다/EF,Medium,Argument,NEG
고/EC;싶/VX;어/EC,Medium,Argument,POS
